,ABI1,ASXL1,BCL10,BTG1,CDC73,CHCHD7,CHIC2,CREB3L2,CTNNB1,DDX10,ELF4,EPS15,FBXW7,FIP1L1,FUBP1,KIF5B,KIT,LMO1,MAP2K1,MLF1,MLLT10,MYC,NOTCH2,PAFAH1B2,PAX5,PICALM,PIK3CA,PLAG1,PTEN,SDHB,SDHC,SDHD,SF3B1,SFRS3,SS18,TBL1XR1,TFG,TFRC,TPM3,WRN,ABL1,AKT1,AXIN1,BAP1,BCR,BRD3,CARS,DAXX,DNM2,EWSR1,FUS,GNA11,MAP2K2,MKL1,MLLT1,MYD88,MYH9,NF2,NUMA1,NUP214,PCSK7,RALGDS,SH3GL1,SMARCA4,STK11,TRIM27,TSC2,XPC,ZRSR2,ABL2,ARNT,BCL9,BRD4,CREBBP,DDX6,DICER1,GOLGA5,JUN,KRAS,KTN1,MAX,MDM4,SET,THRAP3,TPR,TRIP11,ACSL3,ATRX,CREB1,EP300,ERCC4,HIP1,NFE2L2,NSD1,SETD2,STAG2,TCF12,AKAP9,APC,BCL2,BCOR,CACNA1D,CBFA2T3,CCND1,COX6C,CSF3R,FAM46C,FGFR3,FLT3,GATA2,GATA3,GPHN,IL6ST,MAP2K4,MLH1,MLLT3,MYB,MYST4,PCM1,RAP1GDS1,RB1,RET,SETBP1,TSC1,WHSC1,XPA,AKT2,ARID1A,BCL7A,BMPR1A,C2orf44,CIC,CNOT3,ERCC3,GNAS,MED12,NF1,NFKB2,PMS2,PPP2R1A,PRCC,RAF1,SMARCB1,STAT3,STAT5B,TFE3,TFPT,TRIM33,TRRAP,YWHAE,ALDH2,ARHGEF12,BCL3,CAMTA1,CREB3L1,CRTC3,FSTL3,IDH1,KLF4,MUC1,MYH11,PIK3R1,RAC1,RUNX1,TMPRSS2,TP53,TSHR,ALK,ATP1A1,BCL11A,CCNB1IP1,CCND3,CDK6,CDKN2A,CDKN2C,EGFR,EML4,ETV4,ETV5,ETV6,EXT1,EXT2,GMPS,HMGA1,LPP,MET,MSN,MYCN,NDRG1,NFIB,NOTCH1,NT5C2,PIM1,X6.Sep,SMO,TCF3,TCF7L2,TPM4,U2AF1,WWTR1,ZNF384,ASPSCR1,ATP2B3,CCDC6,CDK4,CHN1,CLTCL1,DDIT3,ERCC2,FGFR1OP,FH,H3F3A,HOXC11,HOXC13,HOXD13,HRAS,IDH2,MEN1,MLLT4,MYCL1,RPN1,SOX2,TCL6,TERT,ATF1,NCOA2,RAD21,TCEA1,UBR5,ATIC,DDB2,EIF4A2,ERBB2,ERCC5,FANCF,FGFR2,HNRNPA2B1,NCOA4,NUP98,PALB2,PAX8,PMS1,POT1,RAD51L1,RARA,SMARCE1,SSX2,ATM,BCL6,CBLB,FGFR1,HEY1,HOXA11,HOXA9,HOXD11,JAK1,MN1,NCOA1,NR4A3,NTRK1,WHSC1L1,ZNF331,BCL11B,BIRC3,CD74,CIITA,CYLD,FCGR2B,FLI1,FNBP1,HERPUD1,IKZF1,IL21R,IL7R,ITK,JAK2,JAK3,KCNJ5,LCK,LCP1,LYL1,MALT1,PDE4DIP,PRDM1,PRF1,PTPRC,SH2B3,SLC34A2,SOCS1,SYK,TFEB,TNFAIP3,TNFRSF14,WAS,WT1,BLM,BRIP1,BUB1B,CALR,CBFB,CCNE1,CHEK2,EZH2,FANCA,FANCC,FANCE,FANCG,FBXO11,MSH2,MSH6,MTCP1,MUTYH,RECQL4,SS18L1,XPO1,BRAF,BRCA1,BRCA2,CASP8,DNMT3A,ELK4,GATA1,HIST1H4I,HMGA2,MDM2,NONO,NRAS,PBRM1,PTPN11,RANBP17,RBM15,SFPQ,SUZ12,TAF15,TOP1,CANT1,CDH1,CLTC,DDX5,H3F3B,LASP1,PBX1,PDGFB,PRKAR1A,RNF43,SDC4,USP6,CBLC,CEBPA,FHIT,HLF,NACA,NPM1,NTRK3,PER1,RPL10,RPL22,RPL5,SRGAP3,CCND2,CDH11,COL1A1,ELN,ETV1,GAS7,MAF,MAFB,MITF,OMD,PDGFRA,PDGFRB,CD79A,CD79B,IRF4,POU2AF1,TNFRSF17,ERG,GPC3,KDR,LHFP,LIFR,LMO2,PPARG,PRDM16,TAL1
HPSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040007,0,0,0,0,0,0,0.022142,0,0,0,0,0,0,0,0,0,0.017609,0,0,0.0090553,0,0.064395,0.0086158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003713,0,0,0,0.013198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK6,0,0,0,0.0022612,0.035241,0,0.0012404,0,0,0,0,0,0,0,0.0431,0,0,0,0.012856,0,0,0,0,0,0,0.016532,0,0,0,0,0,0.013892,0,0,0,-0.027371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036215,0,0,0,0,-0.0083429,0,0,0,0,0,0,0,0,0,0,-0.060233,0,0,0,0,0,0,-0.085655,0,-0.0035078,0,0,-0.019199,-0.061139,-0.0025141,0,0,-0.0089185,-0.01208,0,0,0,0,0,0,0,0,0,-0.085362,-0.0075916,0,0,0,0.025332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068539,0,0,0.0067808,0,0,0,0,0,0,0,0,0,0,0.0072789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066048,0,0,0,0,0,0,-0.031353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040232,0,0,0,0,0.037531,0.023841,0,0,0,0,0,0,0,0,0,0.0095393,0.10626,0,0,0,0,0,0,-0.024988,0,0,0.034202,0,0,0,0,0,0,0,0,0,0,0,0.026815,0,0,0,0,0,0.059638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027471,0,0,0,0.033128,0.0073796,0,0,0,0,0,0,0,0,-0.016259,0,0,0.014865,0,0,0,0,0,0.0057522,0,0,-0.034841,0,0.00033389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,0,0,0,0,0,-0.018463,0,0,0,0,0,0,0,0.032171,-0.01558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018445,0,0,0,0,0,0,0,0,0,0,0,0.029747,0.016632,0,0,0,0.026213,0.0028545,0,0,0.0022543,0,0,0,0.014654,0,0.049971,0,0,0,0,0,0,0,-0.0043399,-0.00028985,0,0,0,0,0,0,0,0,0,-0.0033147,0.0054182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018862,0,0,-0.0662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015629,0,0,0,0,0.014596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012907,0.020885,0,0,0,0,0,0,0,0.15805,0.020138,0,0.0034012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012734,0,0,0,0.023456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013182,0,-0.0010129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12585,0,0,0,0,0,0,0,0.014337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016527,0,-0.0022292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECP2,0,0,0,0,0,0,0,0,0,0.0046689,0,0,0,0,0,-0.01289,0,0,0,0,0,0,0,0,0,0,-0.0085501,0,0,0,0,0,0,0,0.011579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003171,0.0036542,0,0,0,0,0,0,0,0,0,0,0,0.029547,0,0,0,0,0,0,0,0,0,0,0,-0.035605,0,0,0,0,0,0,0,0,0,0,-0.028105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00033791,0,0,0,0,0,0,0,0,-0.00071554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026601,0.0101,0,0,0,-0.019396,0,0,0,0,0,0,-0.0082782,0,0,0,0,0,0,0,0,0,0,-0.0095561,0,0.015211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0059339,0,0,0,0,-0.018259,0,0,0,-0.033755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012164,0,0,0,0,0,0,0,0,-0.050638,0,0,0,0,0,0.0043086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040062,0,0,0,0,-0.0089875,0,0,0,0,0.0091838,0,0.0014784,0,0,0,0,0.0049794,0.075876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01045,0.011242,0,0,0,0,0,0,0,0,0
IRAK1,0,0,0,0,0,-0.041377,0,0,0,0,-0.031248,0,0,0.023094,-0.010592,0,0,0,0,0,0,0,0,0.016248,0,0,0,0,0,0,0,0,0.0081596,0,0.0034948,0,0,0,0,0,0,0,0,0,0,0,0.010739,0,0,0,0,0.0079705,0.071978,0,0,0.012525,0,0,0,0.071152,0,0,0,0.01124,0.016964,-0.026981,0,0,0.00058026,0,0,0,0,0,0.0093529,0,-0.03821,0,0,0,0,0,0.025978,0,0,-0.0033239,0.0095088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073731,0,0,0,0,0.0012937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017836,0,0,0,0,0,0,0.00027778,0,0,0,0,0,0,0,0,0,0,0.028516,0.0092593,0,0,0,0,-0.04673,0,0,0,0.052641,0,0,-0.040294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024234,0,0,0,0,0,-0.051901,0,0,0,0,-0.1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12754,-0.015976,0,-0.039926,0,0,0,0,0.016659,0,0,0,-0.016794,0,0.016177,0,0,0,0,0,0,0,0,0,0,0,0,-0.021006,0,0,0.0045454,0.008541,0,0,0,-0.015044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067177,0,-0.03772,0,-0.092971,0,0,0.0074706,0,0,0,0,0,-0.021267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044122,0,0.0012365,0,0,0,0.0034032,0,0.025434,0,0,0,0,0,0,0,0,0,0,0,0,0.0082418,0,0,0,0.0031253,0,0.0025192,0,0,0,0,0,0,0,0,0
EFNB1,0,0,0,0.038395,0,-0.023325,0,0,0,0.011194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019741,0,0.0026124,0,0,0,0,0,0.039794,0,0,0.023907,0.010491,0.028503,0,0,0,0,0,0,0,0,0,0,0.073204,0.0046165,0,0,0,0,0,0,0,0,0,0,0,0.030981,0,0.04072,0,0.02867,0,0,0,0,0,-0.0056591,-0.0087732,0,0,0,0,0,0,0,0,0,-0.027973,0,0,0,0,0,-0.016107,0,0,0,0,0,-0.013166,0,-0.01829,-0.011872,0,0,0,-0.0011272,0,0,0,-0.00025924,0,0,0,0,0,0,0,0,-0.00020979,0,0,0,0,0,-0.00029364,0,0,0,0,0,0,0,0,0,0.010974,0,0,0,0,0,0,0,0,0,0,0,0,0.033262,0.03113,0,0,0,0,0,0,0,0.027849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022789,0,0,0.01059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019781,0,0,0,-0.00018236,0,0.0071482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018984,0,0,0,-0.047905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054352,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011999,0,-0.026716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015338,0.01505,0.020578,0,0,0,0,0,0,0,0,0,0
DLG3,0,0,0,0,0,0,0,0,0.0015003,0.034305,0,0,0,0,0,0,0,0,0,0.19747,0,0,0,0,0,0.010097,0,0,0,0,0,0,0,0,0.029758,0.031139,0.0088354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042138,0,0,0,0,0.0014254,0,0,0,0,0,0,0.0047556,0.014127,0,0,0,0,0,0,0,0,0.032719,0,0,-0.0054974,0,0,0,0,0,0,0,0,-0.0021212,0,0,0,0,0,0,0,-0.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014215,0,-0.033095,0,0,0,0,0,0,-0.0022284,0,-0.0076212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02401,0,0,0,0,0,0,0,0,0,0.009542,0,0,0,0,0,0,0,0,0,0,0.010707,0,0,0,0,0,0,0,0,0,0,0,-0.0089141,0,0,0,0,0,0,0,0,0,0.028556,0,0.10102,0,0,0,0,0,0,0,0,-0.036364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0059319,0,-0.078538,0,-0.00043624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062765,0,0,0,0,-0.020134,0,0,0,0,0,0,0,0,0.015502,0,0,0.01249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELK1,0,0,0,0.060486,0,0,0.0068622,-0.011806,0.0075515,0.021424,-0.007174,0,0,0,-0.0021219,0,0.0034968,0,0,0,0,0,0,0,0,0.003398,0,0,0,0,0,0.11332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085676,0,0,0,0,0,0,0,0,0,0,-0.031384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048913,0,0,0,0,-0.0065127,0,0,0.0065807,0,0,0,0,0,0,0,-0.060904,0,0,0.051629,0,0.0054616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016028,0,0,0,0,0,0,0.00014089,0.085741,0,0,0,0,0,0,0,0,0,0.041233,0.0079275,0.098991,0,0,0,0,0,0,0,0.0066612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062643,0,0,0,-0.011703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0091236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042784,0,0,0,0,0,0.02557,0,0,0,0.029435,0.033668,0.063979,0,0,0.0011527,0,0,0,0,0.002237,0,0,0,0,0,0,0,0,0,0,0,-0.0009343,0,0,0,0,0,0,0,0,-0.0091118,0,0,0,0,0,0,0,-0.0050168,0,0,-0.0014943,0,-0.029286,0,-0.0021732,0,0,-0.053108,0,-0.0037947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014608,0.012876,0,0,0.016448,0.025869,0.063894,0,0,0,0,0,0,0,0,0,0,0,0,0.00904,0,0,0.0030778,0,0.0056652,0.00020819,0,0,0,0,0,0,0,0,0
GPC3,0,0,0,0.081851,0.043302,0,0.081651,0.001093,0,0.013822,0,0,0,0.017364,0,0,0,0,0,0,0,0,0,0.017462,0,0.0021457,0,0,0,0,0.02161,0,0.000699,0,0.012267,0,0,0,0,0,0,0,-0.043165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026984,0.023004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0065073,0,-0.020531,0,0,0,0,0,0,0,0,-0.00054588,0,0,-0.027188,0.033235,0,0,0,0,0,0,0,0.0085024,0,0,0,0,0,0,0,-0.072828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02246,0,0.016784,0,-0.073484,0,0,0,0,0,0,-0.10766,0,0,0,0,0,-0.026821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012531,0,0,-0.062265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030204,0,0,0,-0.023183,0,0,0,0,0,0,0,0,0,0.014578,0,0,0,-0.016217,0,0.097796,0,0,0.03144,0.0099969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0041738,0,-0.11827,0,0,0,0.017165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012186,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010659,0,0,0,0,0,0,0,0,-0.0052731,0,-0.073226,0,0,-0.0058016,-0.035149,0,-0.014329,0,0,0,0,-0.043786,0,0,0,0,-0.011666,0,-0.0026648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015518,0.01476,0,0.023878,0,0.10485,0.071076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015532,0.026975,0,0,0,0,0,0,0,0,0
HDAC6,0,0,0,0,0,0,0.0026058,0,0,0,0,0,0,0,0,-0.023012,0.010326,0,0,0,0,0,0,0,0.0081868,0,0,0,0,0,0,0,0,0,0.063019,0,0,0,0,0,0,0,-0.019605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026528,0,0,-5.75E-05,0,0,0,0,-0.03076,0,0,0,0,0,0,0,0,0,0,0,0,0.018237,0,0,0,0,0.048409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087903,0,0,0,0.001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021974,0.01158,0,0,0,0.045381,0.02425,0,0,0,0.011251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0034547,0,0,0.0065034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033544,0,0,0,0,0,0,0,0,0.001251,0,0,0,0,0,0,0.0002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VBP1,0,0,0,0,0.005185,0,0,0,0,0,0,0,0,0.013255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037083,0,0,0.026932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047795,0,0,0,0,0,0,0,0,0.0052607,-0.010875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011795,0,0,0,0,0,0,0.0078681,0,0,0.025489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016399,0.0085099,0,0,0,0,0,0,0.00032643,0,0,0,0,0,0,0,0,0,0,0.0095952,0,0,0,0.020549,0,-0.036523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019822,0,0,0.0054781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076652,0,0,0,0,-0.011519,0.00059312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002438,0,0,0,0,-0.0016448,0,0.025931,0,0,0,0,0,0,0,0,0,0,0,0.0021345,0,0,0,0,0,0,-0.00015338,0,0.0076371,0,0,0,0,0,0,0,0,0,0,0.013366,0.049597,0,0,0.017888,0,0,0,0,0.02003,0,0,-0.0087124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020603,-0.016548,0,0,0,0,0,0,0,0.06632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092849,0,-0.0022343,-0.02995,0,0,0,-0.010863,0.0093081,0,-0.0091423,0,0,0,0,0.00745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044085,0,0.040092,0,0,0,0,0,0,0,0,0
ARAF,0,0,0,0,0,-0.078101,0,-0.044186,0.0034828,0,-0.011635,0,0,0.049594,0,-0.039915,0,0,0,0,0,0,0,0,0,0,0,-0.035413,0,0,0,0,0,0,0.083288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009141,0,0,0.029162,0,0.01624,0,0,0.00045263,0,0,0,0,0,0,0.0081694,0,0,0,0,0.0014712,0,-0.023126,-0.15721,0,0,0.0080184,0,-0.053343,0,0,0,0,0,0,0,0,-0.06532,0.0307,0,0,0.0013784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071346,0,0,0,0,0,0,0,0,0,0,0.04103,0,0.13863,0,0,0,0,0,0,0,0,0.022715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01505,0,0,0,0.12224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701,0,0,0,0,0,0,0.019258,0,0,0,0,0,0,0,0,0,0,0,-0.011292,0,0,0,0,0,0,0,0,0,0,0.0035951,0,0,0,4.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022942,0,0,0,0,0,0,0,0,-0.033911,-0.020308,-0.023233,0,-0.032238,0,0,0,0,0,0,0,0,0,0,0.0020712,0.0025988,0,0,0.0060316,0,0,0,0,0,0,0,0,-0.056231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005308,0,0,0,0,0,0,0.015285,0,0,0,0,0,-0.00018505,0,0,0,0,0,0,0,0,-0.00020814,0,0,0,0,0,0,-0.0002743,0,0,0,0,0,0,0,-0.064875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016234,0.078793,0,-0.0013001,0,0,0,0,0.0068483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
