,ABI1,BMPR1A,CCNB1IP1,CDC73,EIF4A2,FH,NCOA4,NRAS,NT5C2,POT1,RPL10,RPL5,SDHB,SDHC,SDHD,ABL1,BAP1,BRD4,CARS,CRTC3,GNA11,GNAS,HRAS,MAP2K2,NSD1,PPP2R1A,SH3GL1,TOP1,XPC,ABL2,ATF1,BCL10,CASP8,FGFR1OP,HMGA1,HMGA2,MALT1,MET,NPM1,PAFAH1B2,PAX8,PLAG1,PTEN,RPN1,X6.Sep,WT1,ACSL3,BLM,CDKN2C,COX6C,CTNNB1,ETV5,FANCF,FGFR1,IDH1,IDH2,MLH1,MTCP1,MUTYH,PMS2,RAP1GDS1,RB1,TCEA1,TFPT,YWHAE,AKAP9,ATM,AXIN1,CBLB,CCDC6,CCND1,CREB3L2,DAXX,EML4,ERCC4,ERCC5,EWSR1,EXT1,FUBP1,KIF5B,MLLT10,MYC,NCOA2,NF2,NUP98,PCSK7,RARA,SS18,TRIP11,WRN,ZNF384,ZRSR2,AKT1,BCL6,CD74,CDH11,CYLD,EPS15,FNBP1,GAS7,IL6ST,JAK1,JUN,KDR,KTN1,LASP1,LHFP,LMO2,LPP,MAF,MAFB,NFE2L2,NOTCH2,NUP214,PDGFRB,RAC1,STAT3,TFE3,ZNF331,AKT2,ASPSCR1,CDK6,ETV4,GATA1,MLLT1,RET,STK11,TERT,ALDH2,ALK,ARHGEF12,BCL2,BCR,CHN1,DNM2,EGFR,ELN,ERCC2,FGFR2,FGFR3,HLF,LIFR,MKL1,MLF1,PDE4DIP,PER1,SMO,TFEB,APC,CAMTA1,CCND2,ETV1,HEY1,HIP1,LMO1,NCOA1,NFIB,NOTCH1,NTRK3,PBX1,PIK3R1,SETBP1,SOX2,SRGAP3,TCF12,ARID1A,ASXL1,ATRX,BCL9,BRD3,C2orf44,CIC,CNOT3,CREBBP,DDX5,DICER1,EP300,ERCC3,FBXO11,FBXW7,GPHN,H3F3B,HNRNPA2B1,KRAS,MDM4,MED12,MEN1,PALB2,PBRM1,PCM1,PMS1,PRCC,PTPN11,RAF1,RALGDS,RBM15,SET,SETD2,SF3B1,SMARCA4,SMARCB1,SS18L1,STAG2,STAT5B,SUZ12,TAF15,TCF3,TCF7L2,THRAP3,TP53,TPR,TRIM33,TRRAP,TSC1,TSC2,U2AF1,UBR5,XPA,ARNT,BRAF,CACNA1D,CBFA2T3,CDH1,CREB3L1,ELK4,FAM46C,FANCA,GATA2,GATA3,GPC3,HIST1H4I,KLF4,MUC1,MYH11,NFKB2,OMD,PPARG,RNF43,SLC34A2,SSX2,TMPRSS2,ATIC,CCNE1,DDX10,FUS,GMPS,H3F3A,MSH2,MSH6,NACA,NONO,RAD21,RPL22,SFPQ,SFRS3,SMARCE1,TFG,TRIM27,WHSC1,XPO1,ATP1A1,BTG1,CALR,CANT1,CCND3,CHCHD7,DDB2,ERBB2,EXT2,HERPUD1,MSN,MYD88,NDRG1,SDC4,SH2B3,TFRC,TPM4,WWTR1,ATP2B3,CBLC,CIITA,ERG,ETV6,FLT3,JAK3,KCNJ5,NR4A3,NTRK1,PAX5,PDGFB,PRDM16,RAD51L1,SOCS1,TAL1,TCL6,BCL11A,BCL11B,BCL7A,CDKN2A,CHIC2,CLTCL1,DDX6,DNMT3A,FHIT,FIP1L1,KIT,MLLT3,MLLT4,MN1,MYB,MYCL1,MYCN,MYST4,NF1,NUMA1,PDGFRA,RANBP17,TPM3,TSHR,USP6,WHSC1L1,BCL3,BIRC3,CEBPA,COL1A1,CSF3R,ELF4,FCGR2B,FLI1,FSTL3,IKZF1,IL21R,IL7R,ITK,JAK2,LCP1,LYL1,MITF,MYH9,PIM1,PRDM1,PRF1,PTPRC,RUNX1,SYK,TNFAIP3,TNFRSF14,WAS,BCOR,BRCA1,BRCA2,BRIP1,BUB1B,CHEK2,EZH2,FANCC,FANCE,FANCG,RECQL4,CBFB,CLTC,CREB1,GOLGA5,MAP2K1,MAP2K4,MAX,PICALM,PIK3CA,PRKAR1A,TBL1XR1,CD79A,CD79B,IRF4,LCK,POU2AF1,TNFRSF17,CDK4,DDIT3,HOXA11,HOXA9,HOXC11,HOXC13,HOXD11,HOXD13,MDM2
SLC22A2,0,0.040263,0,0,0,0,0,0.001627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009784,0,0,-0.0055708,-0.022757,0,0,0,0,0,0,0,-0.005928,0,0,0,0,0,0,0,0,-0.0079288,-0.014088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025666,0,0,0,0,0,0,0,0,0,0.0040569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050181,0,0.010821,0,0,0,0,0,0.10783,0,0.0081771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022159,0,0,0,0
TFF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010393,0,-0.022842,0.034975,0,0,0,0,0,0,0,0,0,0.006627,0,0,0,0,0,0,0,0,0.00031582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011426,0,0,0,0,0,0,0,0.064375,0,0.0067591,0,0,0,0.0024382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059241,-0.023627,-0.11962,0,-0.013649,-0.056096,-0.014708,0,-0.072295,0,0,-0.077048,-0.026467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038034,0,0,0,0,0,-0.0064366,0,0,0,0,0,-0.0023523,0,-0.009079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013255,0,0,0,0,-0.0002902,0,0,-0.018943,0,-0.025658,0,0,0,-0.030533,0,0,0,-0.019811,0,-0.00025751,0,0,0,-0.016883,0,0,-0.02541,-0.028985,-0.090526,0,0,0,0,0,0,-0.037574,-0.06229,0,0,0,0,-0.018482,0,0,0,-0.028576,0,0,0,-0.074179,0,0,0,-0.0097481,-0.0060487,0,0,0,0,0,0,0,-0.02156,0,0,0,0,-0.0092793,0,0,-0.022353,0,0,0,0,-0.019338,0,-0.011211,0,0,0,0,0,0,-0.0011972,0,0,-0.034599,-0.0021565,0,-0.019664,0,0,0,0,0,0.024458,0.012096,0,0,0,0,0,0.022042,0,0,0,0,0.048435,0,0,0,0,0.027243,0,0,0.018094,0.025815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025958,0,0,0,0,0,0,0,0,0.032269,0,0,0,0.026852,0,0,0.035548,0,0,0,0,0,0,0,-0.14218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021269,0,0,0,0,0,0.0025273,0,0,0,0,0,0.00073243,0,0,0,3.75E-06,0,0,0,0.00090711,0.00028556,0,0,0,0.0058393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025778,0,0
IL12B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035154,0,0,0,0,0,0,0,0,0.01435,0,0,0,0,0,0,0,0,0,0,0,0,0.021939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGXT,0,0,0,0,0,0,0.024868,0,0.068508,0,0,0,0,0,0,-0.016223,0,-0.010852,0,0,0,0,0,-0.005342,0,0,0,0,-0.028329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0074837,0,-0.016176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011781,0,0,0,0,0,0,-0.0018184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030403,0,0,0,0,-0.0066163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012962,0,0,0,0,0.025759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084186,0,0.011243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91E-06,0,0,0,0,0,0,0,0,1.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023141,0.04088,0.0085653,0.039549,0.010761,0.016801,0,0,0,0,0,0,0,0,0
NOS3,0,0,0,0,0,0,0,0,0,0,-0.0095019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0041072,0,0,0,0,0,0,0,0,-0.0036853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010204,0,0,0,0.00024201,0,0,0,0.00082197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006525,0.00066172,0,0,0,0,0,0,0,0,0
CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010009,0,0,0.024926,0,0,0.013014,0,0.019088,0,0.016586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024373,0,0,0,0,0.0056585,0,0,0.033576,0.011829,0,-0.0084634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049304,0,0,0,0,0,0,0,0,0,0,0,0,0.0079507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056076,0,0,0,0.011927,0.0056045,0,0,0.00036737,0,0,0,0,0,0,0,0,0,0.013314,0,0,0,0,0,0,0,0,0,0,0.015803,0,0,0.031223,0,0,0,0,0,0,0.0061665,0,0,0,0,0.017404,0,0,0.02333,0,0,0,0,0,0,0.019104,0.015614,0.0028528,0.052066,0.015613,0,0.060273,0,0,0,0.022322,0.0047169,0.0089893,0,0,0.01701,0,0.036537,0,0,0.012196,0.0065968,0,0.033303,0.0075655,0.023137,0,0,0.018052,0.0022651,0.016897,0,0,0,0.046628,0.0057623,0,0,0.042736,0.03174,0.0036373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036148,0.03469,0,0,0,0,0,0.0054411,0,0,0,0,0.0070721,0,0.0072357,0.0087655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010151,0,0,0,0,0,0,0,0,0,0,0.047697,0,0,0,0.0016012,0,0.0054021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054758,0.022576,0,0,0,0,0,0.0030691,0.022213,0,0,0,0.00095404,0,0.0078516,0,0,0,0,0.004055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094249,0.024819,0,0.034778,0.022489,0,0.033676,0.023182,0,0,0.062873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031584,0.023221,0,0,0,0,0,0,0.0069014,0,0,0,0,0,0,0,0,0.011058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016692,0,0,0,0,0,0,0,0,0.021826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037268,0,0.021353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541,0,0,0,0,0,0,0.0098919,0,0,0,0,0.053897,0.055038,0,0.037869,0,0,0,0,0,0,0.026755,0,0,0.038285,0,0,0,0,0,0,0.028635,0,0,0,0.041196,0,0.033258,0,0,0.058457,0,0.032588,0,0,0,0,0.027739,0,0,0,0,0,0,0,0,-0.0033569,0,0,-0.0012202,0,0,0,0,0,0,0,0,0,0,0,-0.027904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020034,0,0,-0.0014,0,0,0,0,0,0,0,-0.016465,0,0,0,0,0,0,-0.0027953,0,0,0,0.034984,0,0,0,0,0,0,0,-0.016555,0,0,0,0,0,0,0,-0.037417,0,0,-0.0059073,0,0,0,-0.0052553,0,0,0,0,-0.0053497,0,0,-0.00042783,0,0,-0.0042837,0,0,0,0,-0.014297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087008,0,0,0.009048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010121,0,0,0,0,0,-0.051931,-0.04483,0,-0.020619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030497,0,0,0,0,0,0,0,0,0,0,0.013634,0,0,0.033293,0,0.022277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0032527,0,0,0,0,-0.016185,0,0,-0.0034883,0,0,0,0,-0.0005088,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72E-05,0,0,0,0,0,0,0,0.00025113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0026894,-0.0029474,-0.015846,0,0,-0.055398
MLF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034106,0.042859,0,0,0,0,0.0060939,0,0,0.051994,0.045083,0,0.0098502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038578,0,0.056406,0,0.041576,0,0,0,0,0,0,0,0.017891,0,0,0.0076362,0,0,0,0,0,0.022776,0,0,0,0.011411,0,0,0.0045671,0,0,0,0,0,0.033179,0,0.0023895,0,0,0,0.1065,0.054597,0,0,0,0,0,0,0,0,0,0,0,0,0.015208,0,0,0,0,0,0,0,0,0,0,0.051212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01819,0.0080486,0.061801,0.01866,0.011591,0.038257,0,0,0,0.036274,0,0,0.14905,0.0025592,0.022233,0.029928,0,0.072782,0,0.017836,0,0.014319,0.0025368,0.023952,0.072898,0,0.12275,0,0.054551,0,0,0.070853,0.018573,0,0.070694,0.030307,0.02435,0,0,0.019995,0.01201,0,0,0,0,0.068206,0.016661,0.046821,0.053298,0.051356,0.13624,0.012161,0,0,0,0,-0.0065176,0,0,-0.037936,0,0,-0.064997,-0.015367,0,0,0,0,-0.021727,0,0,0,0,0,-0.028891,0,0,0,0,0.081301,0,0,0,0.026583,0,0.057514,0,0,0.043569,0,0.038948,0,0.036714,0.025285,0,0.026713,0,0,0,0,0,0,0,0,0,0.019156,0,0,0,0,0,0,0,0,0,-0.0050984,-0.0079327,0,-0.052132,0,-0.0041517,0,0,-0.020732,0,-0.0022524,-0.007842,0,-0.046124,-0.014615,0,0,0,0,0,0,0,0.0049885,0,0.0053727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026142,0,0,0,0,-0.0237,0,0,0,-0.0072742,-0.014214,0,0,0,0,0,-0.017619,0,0,0,0,0,0,0,0,0,0,-0.015196,0,0,0,0,0,0,0,0,0,0,0,0,0.04881,0.02127,0,0,0.027186,0,0,0.067103,0,0.0060883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHA8,0,0,0,0,-0.046662,0,0,0,0,0,0,-0.037309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015941,0,0,0,0,0,0,0,0,0,0,0,0.023623,0,0,0,0,0,0,0.0073179,0,0,0.0015152,0,0,0,0,0,0,0.013041,0,0,0,0.0097092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04127,0,0,0,0,0,0,0,0,0,-0.043377,0,0,0,0,0,0,0,0,-0.011701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084346,0,0,0,0,0,0,0,0,0,0.033327,0,0,0,0,0,0,0.0086817,0,0,0.049417,0,0,0,0.036974,0.011718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020283,0,0.0091031,0,0,0,0.00049076,0,0,0,0,0,0,0,0,-0.017895,0,0,0,0,0,-0.0088228,0,0,0,0,0,-0.017311,0,0,0,0,-0.036185,0,-0.0096486,0,0,0.0092218,0.022353,0,0,0,0.019103,0,0.012152,0,0,0.039616,0,0,0,0,0,0,0,0,0,0,0,0,0.0079884,0,0,0,0,0,0.013793,0,0,0,0.040329,0.039729,0,-0.019277,0,-0.0040182,0,-0.027493,0,0,0,0,0,0,-0.029542,0,0,0,-0.051257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05126,0,0,0,0,0,-0.0092812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020529,0.037373,0,0,0,0.019336,0.029393,0.034107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036417,0.010979,0.012851,0,0,0.0063444,0,0,0,0,0,0,0,0,0,0.0025087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAT,0,0,0,0,0,0,0,0,0,0,0,-0.027887,0,0,0,0.01284,0.0031289,0.0088671,0.020412,0.0071155,0,0,0.025169,0,0,0,0,0.024358,0.031278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015271,0,0,0,0.011972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0091359,0,0,0,0,0,0,0,0,0,0,0,0,0.023959,0,0,0,0,0,0.059704,0,0,0.0079062,0,0.01338,0.029297,0.0074924,0.01355,0,0,0,0,0,0,0,0.0025767,0.049968,0.021491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050131,0,0,0,0,0,0,0,0,0,0,0.018781,0,0,0,0,0,0,0,0.0064781,0,0,0,0,0,0,-0.056826,0,0,0,-0.015576,0,0,-0.010882,-0.0062513,0,0,0,0,0,0,0,0,0,0,-0.020969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022207,0,0.054736,0,0.007717,0,0,0,-0.028548,-0.0029272,0,0,0,-0.010713,0,0,0,-0.039322,0,0,0,0,0,0,-0.0024509,0,0,0,0,0,0,0,0.010022,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0065884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014094,0,0,0,0.0028602,0,0,0.0073768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
