,ABI1,BMPR1A,BRAF,C2orf44,CBFB,CCNB1IP1,CCND3,CREB1,DAXX,DDX10,EGFR,ERCC3,EXT2,GMPS,GPC3,HOXA11,HOXA9,MET,MLF1,MTCP1,MUTYH,NCOA4,NUP98,PALB2,PMS1,PMS2,POT1,RAF1,RB1,RPL10,SRGAP3,TFG,TRIM27,ABL1,AKT2,ATM,BRD3,CASP8,CIC,CNOT3,EXT1,FANCC,FUS,HNRNPA2B1,NDRG1,NUP214,RALGDS,SET,TSC1,U2AF1,ABL2,ARNT,BCL3,CBLB,CTNNB1,DNMT3A,ELN,HEY1,HIP1,HLF,IL6ST,JAK3,LIFR,LPP,MDM4,NR4A3,NTRK3,OMD,PDGFRA,PIK3CA,PRDM1,RUNX1,SDC4,X6.Sep,SETBP1,SMO,TAL1,TNFAIP3,ZNF331,ACSL3,ARHGEF12,ARID1A,BRD4,CLTC,CREBBP,DDX5,DDX6,FBXW7,H3F3B,JAK1,MYST4,NOTCH2,NSD1,PRKAR1A,PTPN11,SETD2,SF3B1,TCF12,TCF7L2,TPR,TRIM33,USP6,ZNF384,AKAP9,ASXL1,BCL11B,BCL9,BCOR,CDH1,CDK6,DICER1,EML4,EP300,ERCC5,FANCF,FBXO11,FGFR3,FNBP1,GNAS,JUN,KTN1,MLLT4,NCOA1,NCOA2,NF1,NFE2L2,PBX1,SS18L1,SUZ12,SYK,TCF3,TFEB,TOP1,TRRAP,UBR5,WHSC1L1,AKT1,BAP1,BCR,CARS,CCND1,CRTC3,EWSR1,FIP1L1,IDH2,MAP2K1,MKL1,MYD88,MYH9,NF2,NUMA1,PCSK7,PICALM,SMARCA4,SMARCB1,SS18,STAT3,TAF15,TFE3,XPC,ZRSR2,ALDH2,BCL2,BCL7A,CCND2,CHEK2,EIF4A2,GPHN,IDH1,KIT,MYB,MYC,MYCL1,NACA,NFIB,PCM1,RAP1GDS1,RPL22,TFRC,TMPRSS2,TSHR,WRN,ALK,CDKN2A,CLTCL1,DDIT3,HOXC11,HOXC13,LMO1,MLLT10,NTRK1,PER1,SOX2,SSX2,TERT,WWTR1,APC,BCL10,BTG1,CANT1,CBFA2T3,CREB3L1,DDB2,ERG,ETV1,ETV5,FAM46C,FGFR2,GATA2,GOLGA5,HERPUD1,HRAS,KCNJ5,KDR,KLF4,MALT1,MAP2K4,MAX,MUC1,PAX8,PRDM16,RET,RPN1,SH2B3,TNFRSF14,TRIP11,XPA,ASPSCR1,ATIC,ATP1A1,ATRX,AXIN1,BCL11A,CACNA1D,ELF4,ETV4,MED12,NONO,NOTCH1,PIK3R1,RNF43,STAG2,TSC2,ATF1,CCNE1,CDC73,CDK4,ELK4,FGFR1OP,FUBP1,HMGA2,HOXD11,HOXD13,NPM1,PAFAH1B2,PRCC,RBM15,SDHC,SFRS3,TPM3,ATP2B3,CAMTA1,CBLC,CEBPA,ERBB2,FHIT,H3F3A,KIF5B,LASP1,MLH1,MLLT3,MYCN,MYH11,PPARG,RARA,SLC34A2,SMARCE1,TFPT,WT1,BCL6,BIRC3,CD74,CDKN2C,CHIC2,CIITA,CSF3R,CYLD,FCGR2B,FSTL3,IL21R,IL7R,JAK2,LCK,LCP1,LYL1,MAFB,NFKB2,PDE4DIP,PRF1,PTPRC,SOCS1,BLM,BRCA1,BRCA2,BRIP1,BUB1B,EZH2,FANCA,FANCE,FANCG,MSH2,MSH6,WHSC1,XPO1,CALR,CCDC6,CREB3L2,EPS15,ETV6,HMGA1,KRAS,MDM2,PBRM1,RANBP17,SFPQ,TBL1XR1,THRAP3,TPM4,CD79A,CD79B,FLT3,IKZF1,IRF4,ITK,POU2AF1,TNFRSF17,CDH11,CHN1,COL1A1,FGFR1,FLI1,GAS7,LHFP,LMO2,MAF,MITF,MSN,PDGFB,PDGFRB,CHCHD7,COX6C,PLAG1,RAD21,RECQL4,TCEA1,DNM2,ERCC2,GNA11,MAP2K2,MEN1,MLLT1,MN1,NT5C2,PIM1,PPP2R1A,PTEN,RAC1,STAT5B,STK11,TP53,ERCC4,FH,GATA1,GATA3,HIST1H4I,NRAS,PAX5,RAD51L1,RPL5,SDHB,SDHD,SH3GL1,TCL6,WAS,YWHAE
RET,0.02392,0,0,-0.036058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086435,0,0,0,0,0.021225,-0.059721,-0.086221,0,0,0.032636,0,0,0.053658,0.020197,0,0,0.10115,0,0.14943,0,0.021667,0,0,0,0.012478,0.010623,0,0,0,0,0,0.049391,-0.14239,0,0.019263,0,0,0,0.030922,0,0,0,0,0,0,0,-0.031984,0,0,0,0.029048,-0.1217,0,-0.010729,0,0,0,0,0,0,-0.0079902,0,0.058426,0,0,0,0,0,-0.033441,0,0,0.060729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057928,0,0,0,0,0,0,0,0,0,0.029127,0,0,0,0.0065429,0.0038342,0,0,0,0,-0.048303,0,0.063787,0,0,0,0,0,0.037465,0.068722,0.06937,0.01764,0,0.18585,0,0,0,0,0.023494,0.069129,0.019044,0,0.014831,0.071722,0.0039901,0.0088389,0,0,0.021772,0,0.045405,0,0.033973,0.021421,0,0,0,0,0,-0.072812,0.036045,0,0.074003,0,-0.01819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043444,0,0,0,0,0,0,0,0,0,-0.032799,0,0,0,0,0,0,-0.0014443,0.013484,0.013198,0,0,0,0,0,-0.016109,-0.077987,0,0,0,0,0,0,0,0.062781,0,0.016065,0,0.0086404,0.12333,0,0.010499,0.1104,0.015025,0,0,0,0.048453,0,0,-0.036515,0,0,-0.010604,0,0,0,0,0,-0.02456,0,0,0,0,0,0,0,0,0.0013328,0,0,0,0,0,0.0011538,0.00042277,0,0,0,0,0,0,0,0,-0.074,0,-0.012026,0,0,0,0,0,-0.018982,0,0,0,0,-0.002111,0,-0.051597,-0.0010507,0,-0.031952,0,0,0,0,0,0,-0.0095358,0,0,-0.089588,0,-0.011225,0,0,0,0,0,-0.036636,0,0,0,-0.066126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019584,-0.039826,0,0,0,0.26197,0,0.046385,0.18458,0,0.1707,0.030035,0.12509,0,0,0,0.17808,0,0.11185,0.13762,0,0,-0.065998,-0.025079,-0.089647,0,0,-0.012318,-0.014624,0,0,0,0,0,0
HCK,0,0.020023,0,0,0,0,0,0,0,0,-0.010381,-0.0069466,0,0,0,0,0,0,-0.019657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084541,0,0,0,0,0,0,0,0,0,-0.042248,0,0,0,0,0,0,0,0,0,0.0042809,0,0,0,0,0,0,0,0,0,0,0,0,0.012863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0035009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013389,0,0,0,0,0,0,0,0,0,0,0,0,0.025212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062109,0,0,0,0,0,0,0.047996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019891,0,0,0,0,0,0,0,0,-0.026728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031022,0,0,0,0,0,0,0,0,0,-0.10941,0,0,0,-0.039665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033643,-0.0038833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037561,0,0,0,0,0,0,0.020679,0,0,0.0038784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016998,0,0,0,0,0,0,0,0.054801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055689,0.031937,0,0,0,0,0.070587,0.012025,0,0,0,0.02819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036419,0,0,0,0,0,0,0,0,0,0,-0.031546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079071,0,0,0.02752,0,0.030225,0,0,0,0,0,0,0.012972,0,0,0,0,0,0,0.0035908,0.011554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032868,0,0,0,0,0,0,0,0,-0.0068419,0,0,0,0,0,0,0,-0.010417,0,0,0,-0.0012649,0,0,0,0,0,0,0,0,0,0,0,0.0060638,0,0,0.045767,0,0,0,0,0,0,0,0.013899,0,0,0.021038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015811,0,0,0,0,0.043391,0,0.088474,0,0,-0.22614,0,0,0,-0.012156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062268,0,0,0,0,0,0,0,0,0.040389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061727,0,0.007643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023081,0,0,0.0062283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0055492,0,0,0,0,0,0,0,0,0,0,0.016567,0,0.0089672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0040337,-0.017215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027202,0,0,0,0,-0.064278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCKBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011979,0,0,0,0,0.0010292,0.0098497,0,0,0,0,0,0,0,0,0,0,0.039326,0,0,0.040726,0,0,0,0.0039447,0.031362,0.033672,0,0,0,0,0,0.014793,0,0,0,0,0,0,0,0,0,0,0,-0.10337,0,0,0,0,0,0,-0.034244,0,0,-0.043704,0,0,0,-0.010771,0,0,-0.071073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036823,0,0,0,0,0.033126,0,0,0,0,0,0.025733,0,0.039456,0,0,0,0,0.012704,0,0,0,0,0.0090439,0.040645,0,0,0,0.053388,0,0,0,0,0,0,0,0.19195,0,0,0,0.0040866,0,0,0,0.00978,0,0,0.087491,0,0,0.037578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066364,0,0,0,0,0,0.03784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017407,0,0,0,0,0,-0.022115,0,0,0,0,-0.070951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028855,0,0.010425,0,0,0,0,0,0,0,0.032475,0,0,0,0,0,0,0,0,0,0,0.017387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019355,0,0,0,0,0,0,0
TFAP2C,0.034572,0,-0.036259,0,0,0,0,0.071781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085556,0,0.12136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034994,0,0,-0.095363,0,0,-0.017347,0,0,0,0.0033042,0,0,-0.050443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047022,0,0,0,0,0,0,0,0,-0.02238,-0.067463,0,0,0,0,0,0,0,0,-0.041538,0,0,-0.049667,-0.034333,-0.0072098,0,0,-0.013668,0,0,0,-0.070305,0,0,-0.053037,-0.02273,0,-0.054466,0,0,0,0,0,-0.1066,0,0,0,0,-0.026203,-0.081948,-0.011305,0,0,0,0,-0.024441,-0.107,0,-0.13544,0,0,-0.073118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028835,0,0,0,0,0,-0.033906,0,0,-0.0055877,0,0,-0.00046846,0,0,0,0,0,0,-0.0054382,0,0,0,0,-0.0090055,0,0,0,0,0,0,0,0,0,0,0.045659,0,0,0,0,0,0.007175,0,0.057104,0,0,-0.038804,0,0,0,0,0,0,0,0.052082,0,0,0,0,0,0,0,0,0,0,0.046937,0,0,0,0,0,0,0,0,0,0,-0.01292,0,0,0,0,0,-0.0007085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016133,0,0,0,0,0,0,0.0076189,0,0,0,0,0,0,0,0,0,0,0,0,-0.0062987,0,0,0,-0.00046678,0,0,0,0,0,0,0.054604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043805,0,0,-0.0074907,0,0,0,-0.13994,-0.012562,0,0,0,0,0,0,0,-0.048995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01047,-0.02678,0,0,-0.0055081,0,0.0093658,0,0,0,-0.051419,0,0.073999,0,0.011292,0.073149,0.00091646,0,0,0,0.0090864,0,0,0.013082,0.019846,0.17262,0,0.0056579,0,0.030149,0,0,0,0.026851,0.026846
NKX3.1,0,0,0,0,0,0.030866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032663,0,0,0,0,0,0,-0.067036,0,0,0,0,0,0,-0.099713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026635,0,0,-0.018256,0,0,0,0,0,0,0,0,0,0.10279,0,0,-0.026525,0,0,0,0,0.0074042,0,0,0,-0.028916,0,0.019937,0,0,0,0,0,0,0,0,0,0,0.11931,0,0,0,0,-0.040991,0,0,0,0,0,0,0,0,0,0,0,0,-0.04963,0,0,0,0,0,0,0.028472,0,0,0,0,-0.039506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047572,0,0,0,0,0,0,0,0,-0.0094852,0,0,0,0,-0.055206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016282,0,0,0,0.0015817,0,0,0.00091072,0,-0.11657,0,0,0,0,0,0,0,0,0,0,-0.13739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF8,0,-0.026979,0,0,0,0,0,0,0,0,0,-0.01551,-0.07139,0,0,-0.08577,0,0,0,0,0,-0.026487,0,0,0,-0.061958,0,0,0,-0.055692,0,0,0,0,0,0,0,0,0,0,0,0.015673,0.031817,0,0.090355,0,0,0,0.030877,0.04584,0,0,0,-0.033531,0,-0.0044818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060155,0,0,0,0,0,0.025294,0,0,0.0087708,0,0.024557,0,0,0,0,0,0,0,0,0,0.0035387,0.065298,0,0,0,0,0,-0.033604,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016623,0,0,0,0.021416,0.017738,0,0,0,0,0,0,0.01688,0,0,0.038847,0.0037882,0,0.0031436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076332,0,0,0,0.0016742,0,0,0.061858,0.027402,0.033381,0,0,0,0,0,0,0,0,0,0,0,0.030685,0,0,0,0,0,0,0,0,-0.0078673,-0.011697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193,0,0,0,0.016677,-0.019833,0,-0.0064083,0,0,0,0,0,0,-0.019789,0,0,-0.027417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037441,0,0,0,0,0,0,0,0,0,0,0,0.033856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036725,-0.0074949,-0.0058099,0,0,0,0,0,0,0,0,0,-0.11149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040775,0,0.0073087,0,0,0,0,0.014718,0,0,0,0,0,0,0,0,0,0,0,0
TBX1,0,0,0,0,0,0,-0.018422,0,0.017059,0,0,0,0,0,0,0.12691,0.074008,0,-0.044781,-0.016003,0,0,0,0,0,0,-0.021527,0,0,0,0,0,0.15037,0,0,0,0.0049205,0.0031625,0,0,0,0,0.020502,0.009554,0,0,0.018686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026106,-0.029716,0,0,0,0,0,-0.042377,0,0.0080207,0,0,0,0,0,0,0,0.0016221,0,0.042035,0.016417,0.016742,0,0,0,0.10308,0.064992,0,0,0.014922,0,0,0,0,0.044644,0,0,0,0,0,0,0,0,0,0.0066265,0,0.0053474,0,0,0,0,0.10445,0,0,0,0.021324,0.029719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03491,0.020403,0.081661,0,0,0,0.02719,0,0.0013333,0,0,0,0,0.069194,0,0.023849,0,0,0.074362,0,0,0,0,0.059981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018182,0,-0.10205,0,0,-0.016917,0,-0.033548,0,0,0,-0.0046148,0,0,0,0,0.018825,0,0,0.10971,0,0,0.05613,0,0.014212,0,0.08519,0,0,0,0.074994,0,0,0.076813,0,0,0,0,0,0,0,0,0.10993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014304,0,0,0,0,0,0,0,0,0,0,0,0,-0.095628,0,0,0,0,0,0,0,0,0,0,0,0,-0.013626,0,0,-0.084232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003434,0,0,0,0.017403,0,0,0.056183,0,0,0,0.055086,0,0,0,0,0,0,0.00089306,0,0,0.24521,0,0.12999,0,0.037195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044442,0,0,-0.021838,0,0,0,-0.093127,0,0,0.065429,-0.15641,0,0,0,0,-0.020764,0,0,0,-0.082687,0,0,0,-0.1224,0
SMO,0,0,-0.021067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074851,0,0,0,0,0,0,0,0.044987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064668,0,0,0.039035,0,0,0.01017,0,0,0,0,0.017699,0,0,0.0035348,0,0.056558,0,0,0,0,0,0,0,0,0,0,0,0,-0.021136,0,0,0,0,0,0,-0.0063367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030213,0,0,0,0,0,0,0,0.0056093,0,0,0,0,0.0044498,0.0064122,0,0,0,0,0,0.097711,0,0,0,0,0,0.020988,0,0,0,0,0,0,0.0086031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057005,0,0,0,0,0,-0.11835,0,0,0,0,0,0,0,0,0,0,-0.093839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274,0,0,0,0.0073659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020577,0,0,0,0,0,0,0,0,0,0,0,0,0.017989,0,0,0,0,0,0.046361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL11,-0.045994,0,0,0,0,-0.025051,0,0,0,0,0,0,0.043771,0,0,0,0,0,-0.030186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059472,0,0,0,0,0,0,0,0,0,0,0,0,-0.0053382,0,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043402,0,0,0,0,0,0,0,-0.029223,0,0,0,0,0,0,0,0.030308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066915,0.059985,0,0.013562,0,0.028416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035971,0,0,0,0,0,0.16153,0,0,0,0,0,0,0,0,-0.077042,0,0,0,0,0,0,0,0,0,0.0073466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01458,0,0.023677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058539,0,0,0.0058196,0.064728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
