,ABI1,BMPR1A,BRAF,C2orf44,CBFB,CCNB1IP1,CCND3,CREB1,DAXX,DDX10,EGFR,ERCC3,EXT2,GMPS,GPC3,HOXA11,HOXA9,MET,MLF1,MTCP1,MUTYH,NCOA4,NUP98,PALB2,PMS1,PMS2,POT1,RAF1,RB1,RPL10,SRGAP3,TFG,TRIM27,ABL1,AKT2,ATM,BRD3,CASP8,CIC,CNOT3,EXT1,FANCC,FUS,HNRNPA2B1,NDRG1,NUP214,RALGDS,SET,TSC1,U2AF1,ABL2,ARNT,BCL3,CBLB,CTNNB1,DNMT3A,ELN,HEY1,HIP1,HLF,IL6ST,JAK3,LIFR,LPP,MDM4,NR4A3,NTRK3,OMD,PDGFRA,PIK3CA,PRDM1,RUNX1,SDC4,X6.Sep,SETBP1,SMO,TAL1,TNFAIP3,ZNF331,ACSL3,ARHGEF12,ARID1A,BRD4,CLTC,CREBBP,DDX5,DDX6,FBXW7,H3F3B,JAK1,MYST4,NOTCH2,NSD1,PRKAR1A,PTPN11,SETD2,SF3B1,TCF12,TCF7L2,TPR,TRIM33,USP6,ZNF384,AKAP9,ASXL1,BCL11B,BCL9,BCOR,CDH1,CDK6,DICER1,EML4,EP300,ERCC5,FANCF,FBXO11,FGFR3,FNBP1,GNAS,JUN,KTN1,MLLT4,NCOA1,NCOA2,NF1,NFE2L2,PBX1,SS18L1,SUZ12,SYK,TCF3,TFEB,TOP1,TRRAP,UBR5,WHSC1L1,AKT1,BAP1,BCR,CARS,CCND1,CRTC3,EWSR1,FIP1L1,IDH2,MAP2K1,MKL1,MYD88,MYH9,NF2,NUMA1,PCSK7,PICALM,SMARCA4,SMARCB1,SS18,STAT3,TAF15,TFE3,XPC,ZRSR2,ALDH2,BCL2,BCL7A,CCND2,CHEK2,EIF4A2,GPHN,IDH1,KIT,MYB,MYC,MYCL1,NACA,NFIB,PCM1,RAP1GDS1,RPL22,TFRC,TMPRSS2,TSHR,WRN,ALK,CDKN2A,CLTCL1,DDIT3,HOXC11,HOXC13,LMO1,MLLT10,NTRK1,PER1,SOX2,SSX2,TERT,WWTR1,APC,BCL10,BTG1,CANT1,CBFA2T3,CREB3L1,DDB2,ERG,ETV1,ETV5,FAM46C,FGFR2,GATA2,GOLGA5,HERPUD1,HRAS,KCNJ5,KDR,KLF4,MALT1,MAP2K4,MAX,MUC1,PAX8,PRDM16,RET,RPN1,SH2B3,TNFRSF14,TRIP11,XPA,ASPSCR1,ATIC,ATP1A1,ATRX,AXIN1,BCL11A,CACNA1D,ELF4,ETV4,MED12,NONO,NOTCH1,PIK3R1,RNF43,STAG2,TSC2,ATF1,CCNE1,CDC73,CDK4,ELK4,FGFR1OP,FUBP1,HMGA2,HOXD11,HOXD13,NPM1,PAFAH1B2,PRCC,RBM15,SDHC,SFRS3,TPM3,ATP2B3,CAMTA1,CBLC,CEBPA,ERBB2,FHIT,H3F3A,KIF5B,LASP1,MLH1,MLLT3,MYCN,MYH11,PPARG,RARA,SLC34A2,SMARCE1,TFPT,WT1,BCL6,BIRC3,CD74,CDKN2C,CHIC2,CIITA,CSF3R,CYLD,FCGR2B,FSTL3,IL21R,IL7R,JAK2,LCK,LCP1,LYL1,MAFB,NFKB2,PDE4DIP,PRF1,PTPRC,SOCS1,BLM,BRCA1,BRCA2,BRIP1,BUB1B,EZH2,FANCA,FANCE,FANCG,MSH2,MSH6,WHSC1,XPO1,CALR,CCDC6,CREB3L2,EPS15,ETV6,HMGA1,KRAS,MDM2,PBRM1,RANBP17,SFPQ,TBL1XR1,THRAP3,TPM4,CD79A,CD79B,FLT3,IKZF1,IRF4,ITK,POU2AF1,TNFRSF17,CDH11,CHN1,COL1A1,FGFR1,FLI1,GAS7,LHFP,LMO2,MAF,MITF,MSN,PDGFB,PDGFRB,CHCHD7,COX6C,PLAG1,RAD21,RECQL4,TCEA1,DNM2,ERCC2,GNA11,MAP2K2,MEN1,MLLT1,MN1,NT5C2,PIM1,PPP2R1A,PTEN,RAC1,STAT5B,STK11,TP53,ERCC4,FH,GATA1,GATA3,HIST1H4I,NRAS,PAX5,RAD51L1,RPL5,SDHB,SDHD,SH3GL1,TCL6,WAS,YWHAE
PTPRO,0,0,0,0,0,0,0,0,0,0,-0.001323,-0.066124,0,0,0,0,0,0,0,0,0,0,0,0,-0.055677,0,0,0,0,-0.045015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0040217,-0.0023507,0,0,0,0,0,0,0,0,0.011538,0,0,0,0,0,0,-0.0028311,0,0,0,0,0,0,0,0,0,0,0,0.060254,0,0,0,0,0,0.027535,0,0,0,0.04553,0,0,0,0,0,0,0,0,0,0,0.03427,0,0,0,-0.0073304,0,0,0,0,0,0,0.0021877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0091001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012733,0,0,0,0,0,0,0,0,0,0.063831,0,0,0,0.02933,0,0,0,0,0,0.033978,0,0.019506,0,0,0,0,0.022803,0,0,0,0,0,0,0,0,0,0,0,0.055198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0021055,0,-0.0077192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0060762,0,0,0,0,-0.0076522,0,0,0,0,0,-0.007088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL12B,0,-0.07622,0,-0.022993,0,0,0,0,0,0,0,0,-0.067616,0,0,0,0,-0.010097,0,0,0,0,0,0.078743,0,0,0,0,0,0,-0.025846,0,0.092846,0,0,0.014293,0.028077,0,0.045928,0,0.044527,0.051736,0.019862,0,0.036285,0,0,-0.011444,0,0,0,0,0,0.055531,0,0,0,0,-0.030212,-0.078276,0,0,0,0,0,0,0,0,0,0,0.004061,0.0086298,0,0,0.032189,0,0,0,0,0,0.1105,0.18627,0,0,0,0.083675,0,0,0,0.045281,0,0,0,0,0,0,0,0,0,0.0026494,0.17061,0.030578,0,0.0088658,0,0.036284,0,0.048773,0,0,0,0,0,0.035146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060005,0.045846,0,0.013187,0,0,0,0,0.0082465,0,0,0,0,0,0,0.0045251,0,0,0.014882,0,0,0.030006,0,0,0,0.0017571,0,0.071087,0,0,0,0,0,0,0,0,0,0,0,0.022832,0,-0.060699,0,-0.015191,0.016898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011503,0,0.0054908,0,-0.028997,0.1122,0,0,0.0044538,0.10887,0.011114,0,0,0,0,0.0049922,0.02113,0.030069,0,0,0,0,0,0,0,0.052969,0,0,-0.0084171,0,-0.031495,0,0,0,0.010098,0,0,0,0,0,0,-0.048525,0,0,0,0,0,0,0,0,-0.017259,0.026087,0,0,0,-0.039718,0,0,0.020695,-0.0136,-0.030755,0,-0.044345,0,0,0,0,0,0,0,0.035009,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077624,-0.012539,0,0,0.0062454,0,0,0,0,0,0,0.026709,0,0,0,0,0,0.035189,0,0,0,0,0.03709,0,0,0,0.02923,0,0,0,0,0,0,0,0,0,0,0,-0.052161,0,0,0,0,0,0,-0.0065493,0,0,0,0,-0.0056984,0,0,0,0,0,0,0,0,0,0,0.01936,0,0.0061011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062504,0,0.012165,0,0,0,0.062457,0,0.031588,0,0,0,0,0,0,0,0,0,0,0,-0.041231,-0.096393,0,0,0,-0.036229,0,0,0,0
RARB,0,0,0,0,0.0082738,0,0,0,0.0071462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018225,0,0,0,0.078137,0,-0.047604,0,0,0,0,0,0.11894,0,0.01083,0,0,0,0.037428,0.0090267,0.025587,-0.074656,0,0,0,0,0,0,-0.029954,0,-0.066136,0,0,-0.063835,0,0,0,0,-0.053551,0,0,0,0,0,0,0,0,0,0,-0.0089724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073909,0,0,0,0,0,0,0.00088757,0,0,0,0,0,0.0018813,0,0,0,0,0,0,0,0,0,0,0,0.0040634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032169,0.0049695,0,0,0.0069022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032218,0,0.037251,0,0,0,0,0,0,0,0,0,0,0,-0.014641,0,0,-0.015098,-0.0055358,0,0,0,0,-0.022951,0,0,0,0,0,0,0,0,0.012831,0,0,0,0.15655,0,-0.033866,0.062536,0,0,0,0.087744,0.051879,0,0,0.047964,0,0,0,0,0.10915,0,0,0,0.13149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016766,0,0,0.026581,0.02527,0,0,0,0,0.048481,0,0,0,0,0,0,0,0,0,0,0,0.02024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077339,0.16204,0,0.14305,0,0.094328,0,0.22086,0.18539,0.00050673,0,0,0.076106,0.025237,0.03365,0,0,0,0,0,0,0,0,0.0095642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012492,0,0,0,0,0,0.022366,0.020523,0.021626,0,0,0,0,0,0,-0.080838,0,0,-0.016926,0,-0.069098,0,0,0,0,0,-0.024622,-0.0039842,0,0,0,0,0,0,0,0,-0.18651,0,0
IGFBP3,0,0,0,0,0,0,0,-0.029114,0,0,0,-0.012044,0,0,0.0042543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04117,0,0,0,0,0,0,0,0,-0.035905,0,0,0,0,0,-0.015644,0,0,0,0,0,-0.010262,0,0,0.015932,0,0,0,-0.054652,0.030948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0062675,0,0,0,0,0,0,0,0,0,0.0053199,0,0.014104,0,0,0.008428,0,0,0,0,0.060597,0,0,0,0,0,0,0,-0.014842,0,0,0,0,0,0,0.013793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040278,0,0,0,0,0,0,0,0,0,0,0,0.0015945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033953,0,0,0,0,0,0,0,0,0,0,0,0.04806,0,0,0,0,0,0,0,0,0,0,0,0,0.0407,0.00349,0,0,0,0,0,0,0,0,-0.0021657,0,0,0.0032527,0,0,0,0,0,2.20E-05,0,0,0.00066527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035561,0,0,0,0,0,0,0,0,0,0,0,-0.012278,0,0,0,0,0,0,-0.0036168,0,-0.050088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014551,0,0,0,0,0,0,0,0,0,0,0,0,-0.012444,0,0,0,0,0,0,0,0,-0.018273,-0.026897,-0.002718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHB1,0,0,0,-0.020462,0,-0.038855,0,0,-0.058557,0,0,0,0,0,0,0,0,0.0015163,0,0,0,0,0,0,0,0,-0.01146,0,0,0,0.015013,0,0,0,0,0,0,0,0,0,0,0.030109,0,0,0,0,0,0,0,0,0,0,0.01931,0,0,0,0,0,0,0,0,0,0,0,-0.014057,-0.026315,0,0,0,0,0,0,0,0,0,0,0,0,-0.032466,0.018744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037168,0,-0.057676,0,0,0,-0.030694,0,0.045181,0,0,0,0,0,0,0,0.05403,0,0,0,0,0,0,0,0,0.026434,0,0.1197,0,0,0,0,0.025563,0.08816,0,-0.033458,0,0,0,0.0082847,0,0,0,0,0,0,0,0,0,0,0,0,0.011123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012192,0.0033014,0,0.078607,0,-0.027522,0,0,0,0,0,0,0,0,0,0,0,0,0.021793,0.006972,0,0,0,0,0,0,0.051567,0,0,0,0,0,0,0,0,0,0.049336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044945,0,0,0,0.0069919,0,-0.14327,0,0,0,0,0.0064168,-0.0020592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085709,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021525,0,0,0,0.031756,0,0.02662,0,-0.013021,0,0,0,0,0,0,0,0,0,0.030697,0,0,0,-0.062653,-0.020284,0,0,0,0,0,0,0,0.01216,0,0
CDH11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018788,0,0,0,0.040197,0,0,0,0,0,0,-0.028938,0,0,0,0,0,0,-0.085594,-0.0058298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0076051,0,-0.01844,0,-0.049731,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009793,0,0,0,0,0,0,0,0,0,0,0,0,0.00080836,0,0.0018609,0,0,0,0,0,0.0021489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012139,0,0,0.037923,0,0,0,0,0,0,0.0098206,0,0,0,0
MME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0091351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRP2,0,0,-0.037425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03116,0,0,0,-0.039113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039911,0,0,0,0.099451,0,0,0.041206,0,0,0,0,0,0,-0.012616,0,0,0,0,-0.012937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030538,0,0.048085,0,0,0,0,-0.00045787,0,0,0.0049848,0,0,0,0,0,0,0,0.027897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLI3,0,0,0,0,0,0,0,0,0,-0.018941,0,0,0,0,0,0,0,0,-0.016523,0,0,0,0,-0.012699,0,-0.014569,-0.0060647,0,0,0,0,0,0,0,0,0,0,0.079028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024771,0,0,0,0,-0.013077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.Sep,0,0.022158,-0.0027461,-0.11055,0,0,0.077595,-0.11346,0,0,0,0,-0.011293,0,0,0,0,0,0,0,0,0.043514,0,0,0,0,-0.17228,0,0.031301,0,0.11062,0,0,0.1047,0.02841,0.02992,0.14902,0.029241,0.094536,0.0017361,0,0,0.017516,0,0,0.12909,0.096956,0,0.15961,0.011556,0.012308,0,0.00055462,0.17865,0,0,0,0,0,0.063285,0,0,0,0.010101,0.015717,0,0,0.042542,0,0.040832,0,0.034653,0,0.0052378,0.01742,-0.051722,0,0,0.032575,0.0018964,0.058635,0.10425,0.0071391,0.036674,0.092446,0.062606,0.011144,0.03742,0,0.08866,0.029342,0,0.021996,0,0,0,0,0,0.092652,0.027857,0.17411,0.051181,0,0,0,0,0,0,0,0,0,0,0.093114,0.04333,0,0,0,0,0,0,0,0,0.010044,0,0,0,0,0,0,0,0,0.13437,0,0,0,0,0,0,0.0054334,0,0,0,0,0,0,0,0.037882,0,0.067232,0,0.059001,0.066024,0,0.066033,0,0,0,0,0,0,0.046008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071231,0,0,0,-0.015354,0,0,0.0991,0.0065932,0,0,0,0.12639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02038,0,0,0.0039444,0,0,0,0.00062353,0,-0.014454,0,0.023579,0,0.058978,0,0,0,0,0,0,0,0,0,0,0,0.029278,0,0,0,0.020755,-0.099296,-0.10997,0,0,0,0,0,0,0,0,-0.023924,-0.002896,0,0,0,-0.15813,0,0,0,0,0,0,0,0,0.0083386,0,0,0,0,0,-0.0095878,0,0,0,-0.010593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043656,0.020755,0,0,0,0.014836,0,-0.059612,0.02312,0,0,0,-0.016479,0.017628,0,0.011814,0,0,0,0.041597,0,0,0.0046598,0,0,0,0,0,0,0,0,0,0,-0.026316,-0.058373,0,0,0,-0.041623,0,0,-0.014126,0
EPHA7,0,0,0,0,0,0,-0.050891,0,0,-0.040483,0,0,0,-0.089209,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016056,-0.067348,0.022929,0,-0.081467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02195,0,0,0,0,0,0,0,0,0,0,0.016536,-0.082681,0,0,0,-0.025282,0,0,0,0,0,0,0,0.045624,0,0.036857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017716,0,0,0,0,0.075347,0,0,0,0,0,0,0,0.034349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066683,0.0071938,0,0,0,0,0,0,-0.021709,0,0.036054,0,0,0,0.075098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036,0,0,-0.032772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052974,-0.050858,0,-0.13431,0,0,-0.0022896,-0.0019458,0,0,0,0.067015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060056,0,0.065792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077067,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016211,0,0,0,0,0,0.039499,0,0.067016,0,0,-0.0074172,0,0,0,0.002664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02416,0,0,0.047535,0.049758,0,0,0,0,0,0,-0.033864,0,0,0,0,0,0,0,0,0,0,0,0
VIM,0,0,0,0,0,0,-0.025501,0,0,0,0,0,-0.028879,0,0,0,0.0010155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054766,0.070545,0,0,0,0,0,0,0,0,0,0,0,0.0020782,0,0.002467,0,0.0044467,0,0,0,0,0,0,0,-0.0042614,0,0.0019756,0,0,0,-0.0024654,0.010201,0,0,0,0,0,0,0,0,0,0,0,0,0.0066439,0,0.013297,0,0,0,0,0.025882,0,0,0,0,0,0,0,0.0014763,0,0,0.042295,0.023957,0.029885,0,0,0,0.00060068,0,0,0,0,0,0,0.0053291,0,0,0,0,0,0,0.028254,0,0,0,0,0.10795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065321,0,0,0,0,0,0,0,0,0.0005278,0,0.00024174,0.0012274,0,0,0,0,0.0012812,0,0,0,-0.03362,-0.051081,0,0,0,0,0,0,0,0,0.045445,0,-0.010164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068546,0,0,0.034033,0,0,0,0,0,0,0,0,0,0,0.038632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016305,0,0,0,0,0,0,0,0,0,0.0067665,0,0,0,-0.041071,0,-0.020874,0,0,0,0,0,0,-0.02294,0,0,0,-0.0044417,0,0,0,0,0.0056442,0,-0.0097483,0,0,-0.01248,0,0,0,7.88E-05,0.028505,0,0,0.065629,0.024644,0,0,0.042254,0,0,0.035727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0075993,0,0,0,0.044324,0,0,0.014648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10094,0,-0.023541,-0.0058482,0,0,0,-0.035055,-0.0020886,0
