,ABI1,ACSL3,ATF1,ATIC,BTG1,CASP8,CBFB,CDC73,CHIC2,CHN1,CLTC,CREB1,CTNNB1,DDX5,ERCC4,EXT2,FH,GPHN,H3F3B,HERPUD1,IDH1,MAP2K4,MAX,MLF1,MLH1,MLLT10,NCOA4,NFE2L2,NRAS,PMS2,POT1,PRKAR1A,RAF1,RAP1GDS1,SDHB,SDHC,TCEA1,TFG,TP53,XPC,YWHAE,ABL1,BRD3,NUP214,RALGDS,SET,TSC1,ABL2,AKT1,ARNT,BCR,CARS,CHEK2,CNOT3,DDIT3,DICER1,ERBB2,ERCC2,GOLGA5,HRAS,KRAS,LASP1,MYH9,NF1,NF2,NUP98,PDE4DIP,PPP2R1A,RAC1,RB1,SMARCB1,STAT3,STAT5B,TFPT,TRIP11,AKAP9,ALK,ARHGEF12,ARID1A,ASXL1,ATP1A1,ATRX,AXIN1,BCL9,BRD4,CIC,CREBBP,DNM2,EP300,EPS15,ERCC5,EVI1,HIP1,JAK1,KTN1,MDM4,MDS1,MED12,MLL,MYST4,NCOA1,NOTCH2,NSD1,PAX8,PBRM1,PCM1,PCSK7,RBM15,RNF43,SETD2,SMARCA4,SRGAP3,STAG2,TCF12,TCF3,TCF7L2,TRIM33,TRRAP,TSC2,USP6,WRN,ZRSR2,AKT2,ATP2B3,CACNA1D,CBFA2T3,CBL,CDK6,CDX2,DDX6,FANCA,FEV,FLT3,GATA2,GATA3,HIST1H4I,HOXA11,HOXA9,HOXC11,HOXC13,HOXD11,HOXD13,JAK3,KCNJ5,KLK2,LMO1,MDM2,MPL,NTRK3,OLIG2,PAX3,PAX5,PAX7,PHOX2B,PRDM16,RET,ROS1,SSX1,SSX2,TCL6,TLX1,TLX3,TPM3,TSHR,ALDH2,APC,BCL10,BCL2,CEBPA,CREB3L2,CYLD,DDB2,EGFR,FOXL2,FVT1,GAS7,HLF,IL6ST,JAK2,JUN,KDR,KLF4,LMO2,LPP,MAF,MALT1,MET,MITF,MYD88,NOTCH1,NR4A3,PER1,PIK3R1,PIM1,PPARG,RANBP17,SDC4,SOX2,TFE3,XPA,ZNF331,ASPSCR1,BAP1,BCL11A,CALR,CANT1,DAXX,DEK,FANCE,FANCF,FHIT,H3F3A,HMGA1,MEN1,MLLT3,MUTYH,MYB,MYCL1,PALB2,PBX1,TRIM27,ATM,BMPR1A,CAMTA1,CCDC6,CDH1,FGFR2,FUBP1,GNAQ,MLLT4,NCOA2,NT5C2,NUMA1,PICALM,PIK3CA,PTEN,SFPQ,SS18,TBL1XR1,THRAP3,TMPRSS2,BCL11B,BCL7A,CCNB1IP1,CCND1,CCND2,CHCHD7,ETV4,ETV5,FGFR1,FGFR3,GNAS,GPC3,HEY1,HMGA2,KIT,MYCN,PLAG1,RAD51L1,X6.Sep,SETBP1,SMO,SS18L1,WHSC1L1,WIF1,ZNF384,BCL3,BIRC3,CBLB,CCND3,CD74,CIITA,CSF3R,ELF4,ETV6,FNBP1,LYL1,MSN,MTCP1,MUC1,NFKB2,PML,REL,SLC34A2,TFEB,TNFAIP3,TNFRSF14,WAS,BCL6,BLM,BRCA2,BUB1B,CCNE1,CDKN2A,CDKN2C,EZH2,FANCC,FANCG,NFIB,RECQL4,SYK,WT1,BCOR,EWSR1,FBXW7,FIP1L1,FUS,HNRNPA2B1,KIF5B,PRCC,PTPN11,TAF15,TOP1,TPR,U2AF1,WHSC1,BRAF,CBLC,COX6C,CRTC3,ELK4,ELL,EXT1,FAM46C,FGFR1OP,GMPS,HIST1H3B,IDH2,LIFR,MAP2K1,NDRG1,PAFAH1B2,RAD21,RPN1,SOCS1,TFRC,TPM4,UBR5,WWTR1,BRCA1,BRIP1,C2orf44,CDK4,DNMT3A,EML4,ERCC3,FBXO11,MSH2,MSH6,NONO,PMS1,SF3B1,SFRS3,SMARCE1,SUZ12,XPO1,CD79A,CD79B,IRF4,POU2AF1,PRDM1,TCL1A,TNFRSF17,CDH11,COL1A1,CREB3L1,ELN,ERG,ETV1,LHFP,MN1,MYH11,OMD,PDGFRA,PDGFRB,CLTCL1,FSTL3,GNA11,MAP2K2,MKL1,PDGFB,RARA,RUNX1,SH3GL1,STK11,DDX10,EIF4A2,MYC,NACA,NPM1,RPL10,RPL22,RPL5,SDHD,DUX4,GATA1,IL2,MLLT1,NTRK1,TAL1,TERT,FCGR2B,FLI1,IKZF1,IL21R,IL7R,ITK,LCK,LCP1,MAFB,PRF1,PTPRC,SH2B3
NEFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095447,0,0,0,0,0.06883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412,0,0,0.030522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010908,0,0,0,0,0,0,0,0,0.0036797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015734,0,0,0,0.00093264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYOD1,0,0,0,0,0,0,0,0,0.042753,0,0.057241,0,0,0.028336,0,0,0.017363,0,0,0,0,0,0,0.034296,0,0.00081185,0.0006524,0,0,0,0,0,0,0.060156,0.019009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045107,0,0,0.0011008,0,0,0,0,0,0,0,0,0.012464,0.008354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016116,0,0,0,0,0,0,0,0,0,0,0,0,0.0077512,0,0,0,0,0,0,0,0,-0.0040447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FZD9,0,0,0,0,0,0,0,0,0,0,0,-0.0048962,0,0,0,0,0,0,0,0,0,0,0,-0.011353,-0.0037145,0,0,0,0,0,0,0,0,0,0,-0.01177,0,-0.0082667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044196,0,0,0,0,0,0,0,-0.0038997,0,0,0,0,0,0,-0.0019501,0,0,0,0,0,0,0,0,0,0,-0.0077373,-0.0012514,0,0,0,0,0,0,-0.008341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025536,0,0,0,0,-0.050132,0,0,0,0,0,-0.015747,0,0,-0.036505,0,0,-0.030584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024229,0,0.012713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0075152,0,0,0,0,0,0,0,-0.03649,0,-0.022662,0,-0.0022887,0,0,0,0,0,-0.0079342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0025564,0,-0.0026086,0,0,0,0,0,0,0,0,0,-0.024864,0,-0.058348,-0.0028331,-0.046952,0,0,0,0,-0.0072171,0,0,0,-0.0035512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081612,0,-0.040661,0,0,0,-0.03069,0,-0.043948,0,0,0,0,-0.098119,0,0,0,-0.052515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026161,-0.0297,-0.074793,0,-0.020833,-0.00023856,-0.0063769,-0.022612,-0.023406,0,-0.024679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBL1,0,0,0,-0.064849,0,0,0,0,0,0,0,-0.018325,0,0,0,0,0,0,0,0,0,0,0,0,-0.015431,0,0,-0.075194,0,0,0,0,0,0,-0.011292,-0.029457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052969,0,-0.058863,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00074039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020725,0.00095227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012039,0,0,0,0,0,0,0,0,0,0.016382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050842,-0.041453,0,0,0,0,0,-0.0035941,0,0,0,0,0,0,0,0,0,0,-0.0032734,0,0,0,-0.0055594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001506,-0.0034267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0066284,0,0,-0.0014516,0,-0.010998,0,0,0,-0.0048446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038572,0.051585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROR2,0,0,0,0,0.00018684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025799,0,0,0,0,0,0,0.0020361,0,0,0,0,0,0,0.00050802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084372,0,-0.013097,0,0,0,0,-0.011405,-0.00022151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049396,-0.063628,0,0,0,-0.017239,0,0,0,0,0,-0.00065217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064181,0,0,0,0,0,0,0,0.093606,0,0.0048089,0,0,0,0,0,0,0,0,0,0.0045434,0,0,0,0,0,0,0,0,0,0.0036999,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090656,0,-0.031624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0041912,0,0,0,-0.0074736,0,0,0,0,0,-0.0051649,0,0,0,-0.025506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032198,0,0,0,0,0,-0.038423,0,0,-0.002098,-0.021451,-0.013857,0,-0.0011794,0,0,0,-0.015823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043169,0,0,0,0,0,0,0.020803,0,0,0,0,0,0,0.0086852,0,0,0,0,0,0,0.0293,0,0,0,0,0,0,0,0,0,0,0,0,2.88E-05,0,-0.040731,0,0,0,0,0,0,0,0,0,0,0,0,-0.044768,0,0,0,0,0,-0.039641,0,0,0,0,0,0,0.00010885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057767,0,0.0030282,0,0,0.053491,0,0,0.0098949,0,0,0.0077879,0.03314,0,0,0,0,0,0.044795,0,0,0,0,0,0,0.017217,0,0.048636,0,0,0,0.0057402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061853,0,0,0,0,0,0,-0.0024638,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011267,0,0,0,0,0,0,-0.009752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018562,-0.0090726,0,0,0,0,0,0,0,0,0,0,0.00074366,0,0,0,0,0,-0.0080087,0,0,0,-0.010357,0,0.035705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031436,0,0,0.022294,0.011292,0.11716,0.028134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPARC,0,0,0,0,0,0,0,0,0,0,0,-0.0048924,0,0,0,0,0,0,-0.012259,0,0,0,0,0,-0.0044202,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014294,0,0,0,0,0,0,0,0,0.038896,0,0.0063884,0,0,0,0,0,0,0,0,0,0.0040129,0,0,0,0,0.01897,0,0,0,0,0,0,0,0,0,0.022878,0,0,0,0,-0.00081776,0.0018219,0,0,0,0,0,0,0,0,0,0,0,0,5.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00013195,0,0,0,0,0,0.00046009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12756,0,0,0,0,0,0,0,0.022483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046611,0,0,0,0,0,0,0,0,-0.062742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010224,-0.018302,-0.0068703,-0.0077932,0,0,0,0,0,0,0,0,0,0,-0.011906,0,-0.0025115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064344,0.00031172,0,0,0,0,0,0,0,0,0,0,-0.040601,0,0,0,0,0,0,-0.0072697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013919,0,0,0,0.028427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047278,0,0,0,0,0,0,0,0,0.0053871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021482,0,0,0,0,0,0,-0.0037452,0,0,0,0,0,0.014526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092707,0,0,0.015584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00044853,0,0,0,-3.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038392,0,0,0,-0.00027358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025098,0,0,0,0,0,0,0.00080171,0,0,0,0,0,0,0,0,0,0,0,-0.0045241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080017,0,0.0097192,0,0,0,0,0,0,-0.0055525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,0,0,0,0,0.00020409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032501,0,0,0,0,0,0,0,0,-0.0066985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016002,0.010998,0,0,0,0,0,0.0019808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0017796,0,0,0,0,0,0,0,0,-0.00099291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0066108,0,-0.016618,0,0,0,0,0,0,0,0,0,0,0,-0.012288,0,-0.015186,-0.027324,-0.050143,0,0,0,0,0,0,0,-0.014687,0,0,0,0,0,0,-0.042455,0,0,0,0,0,0,0,0,0,-0.0095341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014605,0,0,0,0,0,0,0,0,0.00054524,0,0,0,0,0,0,0,0,0,-0.041585,0,0,-0.0048555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097928,0,0,0,0,0,0,0,-0.046493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
